CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Zipcode
716947083,Existing Customer,32,M,3,High School,Single,42314,Blue,36,2,2,1,3845.0,1871,1974.0,17013
709075533,Attrited Customer,41,M,5,Uneducated,Single,100106,Blue,32,4,3,3,12094.0,0,12094.0,17344
712952283,Existing Customer,50,M,3,Graduate,Married,176684,Blue,35,1,1,2,34516.0,1638,32878.0,16728
718799958,Existing Customer,60,F,1,Graduate,Married,144898,Blue,52,2,3,3,13312.0,1974,11338.0,16505
718663983,Existing Customer,38,F,1,Doctorate,Single,29218,Blue,36,2,2,2,3466.0,2517,949.0,18668
789550458,Existing Customer,59,M,0,High School,Single,43375,Silver,52,1,2,1,15223.0,1729,13494.0,16807
708226833,Existing Customer,53,M,1,High School,Married,127679,Gold,44,1,6,3,34516.0,831,33685.0,16831
714361083,Attrited Customer,40,F,2,College,Single,3920,Blue,36,4,2,3,5989.0,0,5989.0,17797
714608583,Attrited Customer,45,M,5,High School,Divorced,167824,Blue,36,2,3,2,5287.0,0,5287.0,17024
710775483,Existing Customer,53,M,1,High School,Unknown,49537,Blue,43,2,1,3,9060.0,0,9060.0,17711
709410033,Existing Customer,56,M,2,High School,Unknown,87599,Blue,36,1,1,1,4731.0,831,3900.0,16512
717173358,Existing Customer,60,F,0,Graduate,Single,54000,Blue,47,1,2,3,9502.0,1881,7621.0,18120
719773158,Existing Customer,42,M,3,Graduate,Married,111462,Blue,36,1,3,0,29738.0,2370,27368.0,16263
771292233,Existing Customer,48,F,1,Unknown,Single,35720,Blue,36,1,1,2,3918.0,813,3105.0,16625
756371058,Existing Customer,58,F,1,Unknown,Married,30922,Blue,40,1,2,3,3944.0,1006,2938.0,17598
709476033,Existing Customer,55,M,2,Uneducated,Married,139409,Blue,48,2,1,2,6577.0,1800,4777.0,16112
770560683,Existing Customer,51,M,1,Graduate,Married,190738,Gold,37,2,3,1,34516.0,2417,32099.0,16126
788766933,Existing Customer,46,M,2,Post-Graduate,Married,110038,Blue,26,1,3,1,34516.0,714,33802.0,16442
713550483,Existing Customer,45,M,4,Graduate,Unknown,75999,Blue,33,1,5,1,8670.0,1930,6740.0,18972
709928358,Attrited Customer,40,M,3,Graduate,Single,96351,Blue,20,1,2,2,32554.0,0,32554.0,17737
713895633,Existing Customer,56,F,1,High School,Unknown,51408,Blue,36,2,1,3,8331.0,0,8331.0,16678
720471108,Existing Customer,34,F,4,High School,Single,69607,Silver,26,2,2,2,32056.0,1668,30388.0,16800
718192608,Existing Customer,48,M,3,Uneducated,Married,77933,Blue,36,1,1,2,15524.0,1148,14376.0,18341
805485933,Existing Customer,45,F,3,Graduate,Married,29999,Blue,40,2,1,3,4010.0,2517,1493.0,16190
712517808,Existing Customer,42,M,5,High School,Married,73140,Blue,36,2,4,3,3275.0,1525,1750.0,17058
780604083,Existing Customer,49,M,1,Unknown,Single,71538,Blue,37,1,2,2,18349.0,1209,17140.0,17651
715311183,Existing Customer,35,M,2,Post-Graduate,Single,71555,Blue,24,2,3,1,3388.0,1659,1729.0,18880
712265508,Attrited Customer,32,M,0,Post-Graduate,Single,42219,Blue,14,1,1,3,4015.0,0,4015.0,17516
715051608,Attrited Customer,34,M,2,High School,Single,64890,Blue,36,2,3,2,9719.0,2517,7202.0,18973
757786608,Existing Customer,33,M,2,Post-Graduate,Single,90249,Blue,24,2,3,2,4178.0,2463,1715.0,16039
714303483,Existing Customer,40,M,2,College,Married,44753,Gold,31,1,2,1,3735.0,1474,2261.0,18558
718728108,Existing Customer,43,M,4,Uneducated,Married,74955,Silver,30,1,3,1,29856.0,1576,28280.0,16107
710019933,Existing Customer,29,M,1,Uneducated,Single,41961,Blue,22,2,3,3,11522.0,1203,10319.0,18762
812453283,Existing Customer,42,M,3,Graduate,Married,55663,Blue,37,2,2,3,3161.0,1788,1373.0,18264
717439983,Attrited Customer,48,M,2,Graduate,Married,118061,Blue,28,1,3,3,14774.0,2517,12257.0,16973
714391683,Attrited Customer,39,M,4,Unknown,Married,62568,Gold,36,4,3,2,34516.0,2517,31999.0,18527
827901183,Existing Customer,51,F,2,Graduate,Married,15378,Blue,47,2,2,1,5118.0,980,4138.0,16959
708841233,Attrited Customer,41,M,2,College,Married,100305,Blue,33,2,3,3,14682.0,2517,12165.0,17130
710663508,Existing Customer,42,M,4,Uneducated,Married,51623,Blue,33,1,2,2,3108.0,2280,828.0,18447
716439258,Existing Customer,32,M,3,Graduate,Married,63210,Blue,36,1,1,1,3223.0,1413,1810.0,17559
719610708,Existing Customer,43,M,1,Graduate,Married,185458,Blue,34,5,1,3,28612.0,2517,26095.0,17818
715026258,Existing Customer,50,M,1,Graduate,Married,62887,Silver,37,1,1,1,6224.0,777,5447.0,17762
711706458,Existing Customer,44,M,4,Doctorate,Married,111122,Blue,27,1,2,1,24134.0,1290,22844.0,18997
712180308,Existing Customer,36,M,4,High School,Single,177247,Blue,36,1,3,3,27929.0,1898,26031.0,16966
802622733,Existing Customer,44,F,4,Uneducated,Single,43620,Blue,34,1,3,3,3657.0,0,3657.0,18067
778832883,Existing Customer,47,F,3,Post-Graduate,Married,11236,Blue,28,1,3,1,8257.0,961,7296.0,16490
788671608,Existing Customer,45,F,4,College,Single,44981,Gold,30,1,2,1,23051.0,1836,21215.0,16047
718023708,Existing Customer,53,F,2,Uneducated,Single,47852,Blue,42,2,1,3,14839.0,2226,12613.0,16117
718692258,Existing Customer,43,M,3,Unknown,Married,67613,Blue,34,1,3,1,3755.0,1591,2164.0,16764
718357458,Existing Customer,48,M,5,Unknown,Single,65699,Blue,36,2,3,0,3862.0,0,3862.0,18982
714003483,Existing Customer,37,M,1,Doctorate,Unknown,71890,Blue,36,1,3,1,7539.0,0,7539.0,17181
713632983,Attrited Customer,43,M,4,High School,Married,94389,Blue,35,2,3,2,10588.0,503,10085.0,16703
711008508,Existing Customer,59,M,2,Graduate,Single,55990,Blue,50,2,1,2,11808.0,0,11808.0,17101
815230458,Existing Customer,31,M,1,High School,Divorced,56451,Silver,26,1,1,3,15504.0,1277,14227.0,18431
719612583,Attrited Customer,52,F,4,Uneducated,Divorced,49363,Blue,42,4,4,1,12091.0,0,12091.0,17541
709514433,Existing Customer,41,M,3,High School,Married,88595,Blue,33,2,1,1,13818.0,609,13209.0,16827
815826708,Existing Customer,53,F,2,Unknown,Married,43550,Blue,48,2,3,3,4442.0,1107,3335.0,17615
815520333,Existing Customer,55,M,3,High School,Married,62326,Blue,50,2,1,2,5282.0,1144,4138.0,18974
718661958,Existing Customer,41,M,3,College,Married,118777,Blue,28,1,1,3,34516.0,1617,32899.0,17458
788980983,Existing Customer,55,M,1,High School,Single,111707,Blue,42,1,4,2,34516.0,1583,32933.0,18056
721171008,Existing Customer,31,F,1,Unknown,Married,5863,Silver,36,2,3,1,10353.0,1520,8833.0,18092
714682233,Existing Customer,48,M,3,Graduate,Married,95449,Blue,43,1,4,1,9959.0,0,9959.0,17206
720736608,Existing Customer,42,M,2,Graduate,Married,68599,Blue,36,2,2,1,6280.0,2181,4099.0,18818
718333983,Attrited Customer,57,M,4,Unknown,Divorced,195700,Blue,36,2,2,3,13694.0,2219,11475.0,16506
772207683,Existing Customer,34,M,2,Graduate,Single,12679,Blue,23,1,3,2,8940.0,1518,7422.0,18455
714794133,Existing Customer,54,M,2,Uneducated,Married,75723,Blue,45,2,3,1,6546.0,1908,4638.0,18604
756639708,Existing Customer,46,F,2,Unknown,Married,35603,Silver,39,1,1,2,32587.0,992,31595.0,16716
713686008,Existing Customer,38,M,2,Graduate,Single,63937,Blue,25,1,1,1,11474.0,0,11474.0,16712
713475633,Existing Customer,40,M,5,Unknown,Single,125314,Silver,31,1,3,3,34516.0,2203,32313.0,17087
717518733,Attrited Customer,56,F,2,High School,Married,13280,Blue,46,4,3,3,9463.0,764,8699.0,17097
712532058,Existing Customer,44,M,3,Post-Graduate,Married,53221,Blue,36,1,1,2,12552.0,1405,11147.0,16005
789666333,Existing Customer,39,M,2,Graduate,Single,63285,Blue,24,2,3,2,21679.0,1073,20606.0,16412
711422358,Existing Customer,42,M,5,Post-Graduate,Unknown,42060,Blue,36,1,2,2,10531.0,2330,8201.0,16313
708510858,Existing Customer,60,F,1,Uneducated,Single,5354,Blue,47,1,3,2,4905.0,2413,2492.0,17862
767023308,Existing Customer,35,M,3,College,Unknown,114134,Silver,29,2,2,2,34516.0,0,34516.0,18934
789289383,Existing Customer,42,M,3,Graduate,Single,105489,Silver,31,2,2,3,34516.0,2120,32396.0,17145
708805908,Attrited Customer,30,M,2,Graduate,Married,35829,Silver,18,1,1,3,10017.0,726,9291.0,16523
710155158,Attrited Customer,37,M,2,Uneducated,Unknown,113696,Blue,18,1,1,2,31832.0,518,31314.0,16189
713330133,Existing Customer,37,F,1,Graduate,Married,9303,Blue,19,2,3,2,5843.0,1346,4497.0,17462
714403983,Existing Customer,43,M,2,Graduate,Single,81340,Blue,36,2,2,1,34427.0,1613,32814.0,17845
720353808,Attrited Customer,34,M,3,High School,Unknown,110479,Silver,21,1,2,3,34516.0,0,34516.0,16388
710362233,Existing Customer,48,M,3,Unknown,Unknown,99557,Platinum,40,1,2,3,34516.0,1723,32793.0,16320
771484908,Existing Customer,31,M,0,Graduate,Divorced,117292,Silver,19,1,3,3,34516.0,1984,32532.0,18773
717047583,Attrited Customer,47,F,3,Doctorate,Married,4255,Blue,35,2,3,2,4779.0,2517,2262.0,18887
715694433,Existing Customer,51,M,1,Unknown,Single,79714,Blue,22,2,3,3,4248.0,1177,3071.0,17100
793456983,Existing Customer,43,M,0,Post-Graduate,Single,43379,Blue,37,1,2,3,7872.0,989,6883.0,16526
715742658,Existing Customer,41,F,3,Graduate,Unknown,10227,Blue,13,1,3,2,6077.0,1421,4656.0,18492
715518783,Existing Customer,48,F,3,Graduate,Single,26398,Blue,36,2,3,1,3882.0,2029,1853.0,18545
779514558,Existing Customer,41,F,2,High School,Married,5723,Blue,24,1,1,1,7207.0,1645,5562.0,18697
720017958,Existing Customer,48,F,4,Unknown,Single,43396,Blue,36,1,1,2,6121.0,1679,4442.0,16493
712895733,Attrited Customer,40,M,4,Uneducated,Single,91344,Blue,36,6,3,2,34516.0,572,33944.0,18112
719039283,Existing Customer,32,M,1,Uneducated,Married,50349,Blue,36,2,2,3,3535.0,1964,1571.0,18263
719629308,Attrited Customer,55,F,2,Unknown,Single,153354,Silver,37,2,2,3,34516.0,1783,32733.0,16485
754443033,Attrited Customer,50,M,1,Graduate,Single,81695,Silver,43,6,3,3,34516.0,432,34084.0,16455
716159958,Existing Customer,49,M,2,Unknown,Married,73285,Blue,36,2,1,2,6224.0,1329,4895.0,16352
712195383,Existing Customer,37,F,0,Doctorate,Single,33410,Blue,36,2,2,3,9178.0,1585,7593.0,18773
822885033,Existing Customer,31,M,1,High School,Married,61490,Blue,24,2,1,3,4328.0,1493,2835.0,17982
716543433,Existing Customer,52,M,2,College,Married,86660,Blue,36,1,2,2,9959.0,1049,8910.0,17106
717403158,Existing Customer,60,F,0,Uneducated,Single,37935,Blue,47,1,2,2,9634.0,2076,7558.0,18089
826065258,Existing Customer,35,F,2,Unknown,Divorced,2847,Blue,31,2,2,2,19033.0,1555,17478.0,17078
709397508,Existing Customer,48,M,1,Uneducated,Married,69685,Blue,39,2,3,1,8624.0,1709,6915.0,17891
720748608,Attrited Customer,44,M,3,Graduate,Divorced,56561,Blue,32,1,2,2,3575.0,0,3575.0,18333
709823733,Attrited Customer,44,F,2,Graduate,Unknown,51952,Blue,34,2,3,3,5508.0,0,5508.0,17975
713542908,Existing Customer,31,M,2,Graduate,Single,2711,Blue,19,1,2,3,5871.0,1829,4042.0,16939
720512433,Attrited Customer,56,M,1,Uneducated,Single,68990,Blue,36,6,4,3,15219.0,2281,12938.0,18839
713671158,Existing Customer,46,M,2,Uneducated,Single,133595,Blue,32,2,3,1,34516.0,2328,32188.0,18583
802449933,Existing Customer,29,M,1,Uneducated,Married,42008,Blue,23,1,3,1,8147.0,1750,6397.0,16505
716723658,Existing Customer,37,F,2,Post-Graduate,Single,2072,Blue,28,1,3,1,3525.0,1519,2006.0,17066
710451708,Existing Customer,32,M,1,Graduate,Married,50709,Blue,24,1,1,2,9711.0,972,8739.0,17908
809540733,Existing Customer,52,M,2,High School,Married,109797,Blue,47,1,1,1,11358.0,1425,9933.0,18364
716372358,Existing Customer,58,F,3,Graduate,Married,24093,Blue,47,1,2,1,6765.0,0,6765.0,17758
710162133,Attrited Customer,41,M,4,Graduate,Married,107578,Blue,36,1,3,6,4725.0,1253,3472.0,16703
710878308,Attrited Customer,50,F,4,Graduate,Single,7673,Blue,37,1,2,3,3699.0,913,2786.0,17241
710262408,Existing Customer,29,M,1,Graduate,Married,93397,Silver,36,1,2,1,34516.0,1666,32850.0,18437
713975433,Existing Customer,32,F,0,High School,Divorced,7911,Blue,25,2,3,0,8851.0,1753,7098.0,18078
771244383,Existing Customer,52,F,1,College,Unknown,3603,Blue,39,1,2,1,8506.0,0,8506.0,18427
710405808,Existing Customer,48,M,2,Graduate,Divorced,8180,Blue,36,1,3,2,3442.0,1229,2213.0,18748
715542783,Existing Customer,33,F,2,Graduate,Married,37556,Blue,24,1,3,2,3731.0,0,3731.0,16378
815840283,Existing Customer,51,F,2,Unknown,Married,4906,Blue,46,1,6,3,7744.0,1893,5851.0,16563
788908308,Existing Customer,46,M,2,High School,Single,50437,Blue,32,2,3,2,5972.0,0,5972.0,17886
789394833,Existing Customer,47,M,2,Unknown,Divorced,93914,Blue,37,1,2,2,21714.0,1969,19745.0,17412
712609533,Existing Customer,32,M,1,Uneducated,Single,91904,Blue,15,2,2,1,3371.0,1530,1841.0,17316
710237283,Existing Customer,50,F,2,Graduate,Married,20763,Blue,38,2,1,1,9546.0,960,8586.0,16895
770766633,Existing Customer,28,F,1,Post-Graduate,Single,19699,Blue,14,2,3,3,3848.0,0,3848.0,16895
823837158,Existing Customer,44,M,3,Graduate,Single,56619,Blue,40,1,3,1,9199.0,1230,7969.0,18315
712123008,Existing Customer,43,M,2,High School,Married,67374,Blue,31,2,3,1,13381.0,1845,11536.0,16843
711727083,Existing Customer,50,F,1,Graduate,Single,59724,Blue,36,2,1,3,2833.0,1622,1211.0,18438
720033033,Existing Customer,53,F,2,Post-Graduate,Single,17466,Blue,41,2,2,3,15101.0,1396,13705.0,16534
787723758,Existing Customer,58,F,3,Unknown,Married,17292,Blue,48,2,1,2,3603.0,1465,2138.0,16416
770926158,Existing Customer,51,F,0,Doctorate,Single,13601,Blue,38,2,2,2,4132.0,2517,1615.0,16924
711360783,Existing Customer,39,F,0,College,Single,25188,Blue,36,1,2,2,4366.0,1870,2496.0,16079
708285108,Existing Customer,42,M,4,Graduate,Single,48448,Blue,36,1,1,2,6128.0,2239,3889.0,16013
713390433,Attrited Customer,44,M,3,Graduate,Unknown,73983,Gold,29,2,3,2,34516.0,2517,31999.0,17386
718096608,Existing Customer,44,F,4,High School,Single,26047,Blue,30,1,2,3,6882.0,1930,4952.0,17278
719094333,Existing Customer,46,M,4,Uneducated,Married,96378,Blue,33,1,2,1,13490.0,1567,11923.0,18701
813764283,Existing Customer,39,M,3,High School,Married,96731,Blue,34,2,1,2,17978.0,1820,16158.0,18568
713398158,Existing Customer,45,M,3,Post-Graduate,Married,55307,Blue,30,2,2,2,3821.0,1673,2148.0,18692
711227883,Existing Customer,41,F,2,Graduate,Single,25364,Blue,21,2,3,3,3624.0,1641,1983.0,18538
810040908,Existing Customer,42,F,3,High School,Single,32707,Blue,37,1,3,1,3787.0,824,2963.0,16738
772640808,Existing Customer,38,F,1,College,Single,39321,Blue,28,2,2,2,4623.0,1366,3257.0,18649
784907658,Existing Customer,36,M,2,High School,Married,93180,Blue,30,2,1,2,4343.0,2220,2123.0,16003
794692158,Existing Customer,43,F,3,High School,Unknown,54746,Silver,25,1,2,1,17328.0,0,17328.0,18675
718383183,Existing Customer,51,F,3,High School,Married,17490,Blue,39,2,1,1,3803.0,2437,1366.0,17682
721156758,Existing Customer,52,M,3,Graduate,Married,79127,Blue,44,1,2,1,23889.0,603,23286.0,17527
811793433,Existing Customer,50,F,3,Graduate,Divorced,1054,Silver,45,2,1,2,34516.0,2381,32135.0,18178
712010358,Attrited Customer,49,M,4,Graduate,Single,94837,Blue,36,2,3,2,3999.0,0,3999.0,16518
719420058,Existing Customer,44,M,4,Unknown,Single,89754,Blue,26,1,2,1,11782.0,2177,9605.0,16804
809459733,Existing Customer,43,F,4,Unknown,Single,27923,Blue,38,2,1,2,3220.0,0,3220.0,17401
798783858,Existing Customer,48,F,3,Unknown,Unknown,50964,Blue,42,2,1,1,9742.0,2517,7225.0,16786
711432258,Attrited Customer,55,M,3,Graduate,Single,79162,Blue,46,2,4,2,4178.0,0,4178.0,18911
721294533,Existing Customer,48,M,4,Graduate,Married,118120,Blue,34,1,1,1,34516.0,738,33778.0,17059
718425333,Existing Customer,45,M,4,Graduate,Married,97426,Blue,32,1,1,3,26819.0,1657,25162.0,18242
714294183,Attrited Customer,54,M,1,Graduate,Divorced,95604,Blue,44,1,3,3,9580.0,132,9448.0,18586
714637908,Existing Customer,47,F,4,Unknown,Single,13445,Blue,36,2,2,1,7940.0,1669,6271.0,16996
712341933,Existing Customer,39,M,1,Graduate,Single,79573,Gold,36,1,3,2,34516.0,1662,32854.0,16485
708332808,Existing Customer,47,M,2,Uneducated,Married,43599,Blue,39,2,2,2,3471.0,0,3471.0,17503
708354858,Attrited Customer,51,M,2,Unknown,Single,135787,Blue,42,2,4,2,14938.0,0,14938.0,17116
766649283,Existing Customer,49,F,3,Graduate,Divorced,102922,Blue,42,2,2,3,14072.0,1917,12155.0,17582
817951083,Existing Customer,58,F,1,Unknown,Married,44377,Silver,53,1,3,3,15928.0,1527,14401.0,18721
708301683,Attrited Customer,40,M,2,Uneducated,Married,114192,Blue,30,6,2,3,20798.0,1059,19739.0,16225
713655108,Existing Customer,60,F,1,Graduate,Single,17633,Blue,45,2,3,1,9752.0,1423,8329.0,17304
714560358,Existing Customer,53,M,1,Unknown,Single,49761,Blue,45,1,2,1,3234.0,1514,1720.0,16661
712113558,Attrited Customer,45,M,2,Graduate,Married,101159,Blue,36,4,3,3,24844.0,1273,23571.0,18078
710603958,Existing Customer,49,M,2,Uneducated,Married,91289,Blue,36,2,1,3,3090.0,0,3090.0,17233
720597108,Attrited Customer,48,F,3,Post-Graduate,Divorced,24428,Blue,36,5,3,1,9943.0,2138,7805.0,18063
713810658,Existing Customer,44,M,3,Graduate,Married,72790,Blue,36,1,2,3,3384.0,799,2585.0,18034
721519908,Existing Customer,29,F,1,Uneducated,Single,25285,Blue,36,1,2,1,3640.0,1419,2221.0,16148
712025958,Existing Customer,42,M,4,Uneducated,Married,102373,Silver,35,1,2,3,34516.0,1420,33096.0,18952
794740458,Existing Customer,45,F,3,Graduate,Married,19257,Silver,39,1,2,3,10186.0,1608,8578.0,17023
709814883,Existing Customer,45,F,2,High School,Single,32940,Platinum,36,1,3,1,15987.0,2262,13725.0,16060
719767683,Attrited Customer,46,M,0,College,Single,89618,Blue,39,2,3,3,16983.0,0,16983.0,18915
715321008,Attrited Customer,39,M,2,Unknown,Married,130632,Blue,36,6,3,3,34516.0,2517,31999.0,16005
710106933,Existing Customer,32,M,2,Uneducated,Single,92638,Silver,20,2,3,3,34516.0,2136,32380.0,16794
716655858,Existing Customer,38,M,2,High School,Single,104504,Blue,31,1,3,2,34516.0,0,34516.0,16896
778260108,Existing Customer,50,F,4,Unknown,Married,55339,Blue,41,1,2,2,4268.0,1509,2759.0,17719
713986908,Existing Customer,50,F,2,High School,Married,175079,Blue,40,2,3,2,10748.0,1084,9664.0,18619
780042633,Attrited Customer,37,F,2,Unknown,Married,196128,Silver,21,2,2,2,31718.0,0,31718.0,17909
713269533,Attrited Customer,42,M,2,College,Single,85594,Blue,36,1,3,1,9959.0,2517,7442.0,17855
713868033,Existing Customer,53,M,1,College,Married,91952,Silver,36,2,2,2,34516.0,1484,33032.0,18737
708103608,Existing Customer,52,M,1,High School,Single,72401,Blue,45,1,5,1,11898.0,2517,9381.0,18910
789684258,Attrited Customer,57,M,2,Post-Graduate,Single,118930,Silver,43,2,3,3,34516.0,1847,32669.0,17789
779067408,Existing Customer,46,M,1,Uneducated,Married,77098,Blue,27,1,3,1,13056.0,1890,11166.0,18744
712231308,Existing Customer,60,M,0,Graduate,Single,31334,Silver,47,1,1,3,14002.0,1413,12589.0,16341
761079783,Attrited Customer,40,M,3,Graduate,Married,76994,Blue,33,5,3,6,5500.0,442,5058.0,16310
787518258,Attrited Customer,49,M,3,Uneducated,Married,198614,Blue,38,2,3,3,8549.0,0,8549.0,17556
717631908,Attrited Customer,56,M,2,Unknown,Married,9586,Blue,44,5,3,1,4390.0,0,4390.0,17632
769396158,Attrited Customer,55,M,1,College,Single,102433,Blue,43,2,2,3,24884.0,0,24884.0,18968
713462508,Existing Customer,55,F,2,Graduate,Married,95777,Blue,41,1,1,1,3591.0,1760,1831.0,18221
716717733,Attrited Customer,55,F,3,Uneducated,Single,16919,Blue,47,2,5,4,4841.0,859,3982.0,18169
709383933,Attrited Customer,31,M,2,Unknown,Unknown,87652,Blue,18,2,1,3,4246.0,2517,1729.0,16424
717283008,Existing Customer,44,F,4,Graduate,Single,195736,Blue,36,2,1,2,7469.0,1378,6091.0,17052
793449333,Existing Customer,54,M,2,Graduate,Divorced,103878,Blue,48,2,3,2,29974.0,2114,27860.0,16805
710873583,Existing Customer,58,M,1,Graduate,Married,79822,Blue,48,2,3,2,20724.0,2221,18503.0,16466
718486608,Existing Customer,53,M,2,High School,Single,195487,Blue,36,2,2,2,21079.0,1431,19648.0,18033
716748483,Existing Customer,59,F,1,Uneducated,Married,40292,Blue,36,2,2,3,3720.0,1569,2151.0,17368
715113933,Attrited Customer,54,M,1,Unknown,Single,101838,Blue,36,2,3,2,11077.0,573,10504.0,18810
711160233,Existing Customer,32,M,1,High School,Married,44881,Blue,19,2,3,1,12024.0,0,12024.0,16598
715714458,Attrited Customer,48,M,5,Graduate,Single,51453,Blue,38,2,3,3,4446.0,0,4446.0,17863
709615458,Existing Customer,54,M,3,Graduate,Married,172706,Blue,44,2,1,3,34516.0,862,33654.0,17023
719955558,Existing Customer,32,M,0,Unknown,Married,26347,Silver,24,2,2,3,11511.0,0,11511.0,16926
713072358,Existing Customer,42,M,2,Graduate,Married,81721,Silver,31,2,1,3,34516.0,1356,33160.0,16407
721402233,Existing Customer,42,M,3,Uneducated,Married,156892,Blue,28,2,3,1,19192.0,1507,17685.0,18895
713691633,Existing Customer,29,M,0,Post-Graduate,Married,29792,Blue,36,1,1,1,3076.0,0,3076.0,16452
708866133,Existing Customer,43,M,3,Graduate,Married,93303,Blue,32,2,1,2,4196.0,1331,2865.0,18950
757256358,Existing Customer,45,M,3,Graduate,Single,64285,Blue,38,1,3,3,3243.0,1580,1663.0,18436
784868958,Existing Customer,56,F,1,High School,Married,116626,Blue,49,1,2,1,17542.0,2517,15025.0,18386
710845308,Existing Customer,46,M,4,High School,Married,117138,Blue,36,2,2,1,32949.0,1190,31759.0,16053
719368533,Existing Customer,41,F,2,Doctorate,Married,24647,Silver,28,1,3,3,32250.0,1289,30961.0,16610
718337733,Existing Customer,50,F,2,Graduate,Married,108413,Gold,40,2,1,1,34516.0,1826,32690.0,16080
715132758,Existing Customer,52,F,2,College,Divorced,49192,Gold,43,2,2,3,23981.0,2114,21867.0,17396
712556433,Existing Customer,52,F,2,Graduate,Married,51503,Blue,43,1,2,3,4090.0,1649,2441.0,18572
718947558,Existing Customer,32,F,0,High School,Single,105629,Blue,21,2,3,1,4251.0,2295,1956.0,18657
710303208,Existing Customer,52,F,1,High School,Single,21290,Blue,40,2,1,1,4119.0,2517,1602.0,17815
804158583,Existing Customer,60,M,1,High School,Married,17191,Silver,55,2,2,3,13399.0,1456,11943.0,17785
711720408,Existing Customer,44,F,0,Unknown,Married,35490,Blue,34,1,3,3,9070.0,1273,7797.0,18356
715808808,Existing Customer,48,F,4,Uneducated,Married,112843,Blue,36,2,6,1,7469.0,1216,6253.0,18404
715076358,Attrited Customer,57,M,1,Post-Graduate,Unknown,98689,Blue,36,4,3,3,23714.0,0,23714.0,18798
718343058,Existing Customer,52,F,2,High School,Divorced,34466,Blue,40,1,2,3,5240.0,2517,2723.0,16322
769667583,Attrited Customer,34,M,3,Post-Graduate,Single,42003,Blue,28,2,3,2,3744.0,0,3744.0,18392
709013208,Existing Customer,40,M,2,Uneducated,Single,101426,Blue,36,2,2,1,15594.0,1690,13904.0,18037
716004258,Existing Customer,45,M,4,High School,Single,62970,Blue,35,1,1,3,8449.0,2092,6357.0,16735
715645908,Attrited Customer,59,M,0,High School,Single,80002,Gold,48,5,2,6,34516.0,0,34516.0,17904
717724233,Existing Customer,43,M,3,Unknown,Unknown,83523,Blue,28,2,1,3,9959.0,734,9225.0,17166
719850933,Existing Customer,30,M,2,College,Single,74331,Blue,36,1,3,3,4192.0,1734,2458.0,18136
790131033,Existing Customer,38,F,1,High School,Married,32288,Blue,31,2,6,3,3416.0,2517,899.0,17822
721211433,Existing Customer,42,M,4,Doctorate,Single,61565,Blue,31,2,2,2,3322.0,0,3322.0,17887
721290708,Existing Customer,50,M,1,Uneducated,Single,65867,Blue,30,1,3,2,14217.0,1816,12401.0,18309
712107783,Existing Customer,49,M,4,College,Single,65167,Blue,35,1,2,2,17350.0,1817,15533.0,17942
818960133,Existing Customer,58,M,4,High School,Married,60655,Blue,53,1,3,0,13784.0,698,13086.0,18583
713560758,Existing Customer,54,F,1,Uneducated,Married,28654,Blue,42,2,2,3,3181.0,2087,1094.0,17386
718579833,Existing Customer,39,F,3,Graduate,Unknown,5078,Blue,26,2,2,1,5325.0,2488,2837.0,16493
778643733,Attrited Customer,48,F,1,Uneducated,Single,40767,Gold,28,3,2,1,23981.0,1454,22527.0,18692
770977833,Existing Customer,36,M,2,Graduate,Married,31385,Blue,23,2,2,3,3920.0,0,3920.0,17357
708721533,Existing Customer,56,F,1,Graduate,Married,37097,Blue,36,2,1,2,5158.0,1148,4010.0,18624
772300383,Existing Customer,57,F,2,Unknown,Married,56639,Blue,46,3,1,3,5073.0,1533,3540.0,16464
751155783,Existing Customer,47,F,2,High School,Married,56154,Blue,40,2,1,3,4074.0,1868,2206.0,16385
768457008,Existing Customer,27,M,1,Graduate,Single,56315,Blue,21,2,3,1,10284.0,787,9497.0,18465
794494308,Existing Customer,42,M,3,Uneducated,Married,157899,Platinum,23,3,4,3,34516.0,2070,32446.0,17168
710980383,Attrited Customer,53,M,3,High School,Single,80774,Silver,33,2,2,3,34516.0,0,34516.0,16140
716663808,Existing Customer,57,F,3,High School,Married,21642,Blue,36,3,3,1,3999.0,721,3278.0,16639
712912233,Existing Customer,50,F,0,Post-Graduate,Divorced,31767,Blue,36,3,4,1,3468.0,2221,1247.0,18558
717992433,Existing Customer,50,M,4,Graduate,Married,80283,Blue,39,3,1,2,11900.0,1796,10104.0,17599
709971708,Attrited Customer,51,F,1,High School,Single,95140,Blue,41,3,3,2,9701.0,0,9701.0,18255
715600533,Existing Customer,61,M,0,Graduate,Single,99632,Gold,50,3,3,3,34516.0,1357,33159.0,17067
710153583,Attrited Customer,30,F,0,Uneducated,Married,7013,Blue,13,3,1,3,6075.0,0,6075.0,16748
794132808,Existing Customer,60,M,0,Uneducated,Married,58079,Blue,54,3,3,3,13035.0,1285,11750.0,16086
720565458,Attrited Customer,43,M,2,Post-Graduate,Single,74126,Blue,36,2,3,3,17306.0,0,17306.0,18361
